https://www.youtube.com/watch?v=huZk-FvLqSo	3
https://www.youtube.com/watch?v=HVyEaESuuK0	1
https://www.youtube.com/watch?v=hY5rtyXMUpM	2
https://www.youtube.com/watch?v=IaTEz8VB8Ng	1
https://www.youtube.com/watch?v=IntAJI0x8tQ	2
https://www.youtube.com/watch?v=Ip8ATYnG6fs	2
https://www.youtube.com/watch?v=iPdSb4i9myw	4
https://www.youtube.com/watch?v=IR7kl_wuPr8	1
https://www.youtube.com/watch?v=ISB3X_QiRMs	2
https://www.youtube.com/watch?v=iSZPpyww4AA	2
https://www.youtube.com/watch?v=Iwm-Z_iiHIw	6
https://www.youtube.com/watch?v=JTO3-KCTxnQ	1
https://www.youtube.com/watch?v=jtozPFcVwCY	1
https://www.youtube.com/watch?v=Jw55gaNO-BU	19
https://www.youtube.com/watch?v=K0YwMPm1BfY	1
https://www.youtube.com/watch?v=KA9ABW-p5IE	1
https://www.youtube.com/watch?v=KAwRI25nUzA	1
https://www.youtube.com/watch?v=KDp-j2Y4exg	3
https://www.youtube.com/watch?v=KlRBGcQPJh8	2
https://www.youtube.com/watch?v=KUCx8rcWlM8	2
https://www.youtube.com/watch?v=kUuCQByga84	3
https://www.youtube.com/watch?v=KWXrF769Te0	1
https://www.youtube.com/watch?v=ky-jeam2k6Y	2
https://www.youtube.com/watch?v=L_oj6wL1f90	5
https://www.youtube.com/watch?v=l22K7n0fFlQ	9
https://www.youtube.com/watch?v=L5Yig1BuF2E	6
https://www.youtube.com/watch?v=LCevBisnt1Y	4
https://www.youtube.com/watch?v=LL-p0iuSnMA	3
https://www.youtube.com/watch?v=LPyDDrRQDfU	1
https://www.youtube.com/watch?v=lXct-Jo8vcI	4
https://www.youtube.com/watch?v=LyWeHbKcfcM	3
https://www.youtube.com/watch?v=M0Ckk4k44cc	2
https://www.youtube.com/watch?v=m6xoD93-7AE	1
https://www.youtube.com/watch?v=MAdy8O5ktR0	4
https://www.youtube.com/watch?v=MDXXr28ho8s	6
https://www.youtube.com/watch?v=mH2h4gvA0uM	4
https://www.youtube.com/watch?v=ml33s3x-63o	3
https://www.youtube.com/watch?v=MMa3_b7P6xw	5
https://www.youtube.com/watch?v=mp4A1OFy1tA	1
https://www.youtube.com/watch?v=mt9WJDpkWIE	2
https://www.youtube.com/watch?v=MUJgpfhnLZw	10
https://www.youtube.com/watch?v=MV1Q_xu2G2g	3
https://www.youtube.com/watch?v=mVZydd0R6No	3
https://www.youtube.com/watch?v=MXz-g5OO678	9
https://www.youtube.com/watch?v=n_qa-RElYto	5
https://www.youtube.com/watch?v=n-89XlD2ZUg	3
https://www.youtube.com/watch?v=NbRySs70nfE	1
https://www.youtube.com/watch?v=nHEX1dpvsDo	1
https://www.youtube.com/watch?v=Nkw9NN0tgKQ	3
https://www.youtube.com/watch?v=NruARZAGguE	1
https://www.youtube.com/watch?v=NtJh9yXtKFo	3
https://www.youtube.com/watch?v=Pd10i1KNY-A	3
https://www.youtube.com/watch?v=O7dRF0Xt6c0	6
https://www.youtube.com/watch?v=ocLYmn4p4Mg	1
https://www.youtube.com/watch?v=OGJjkZHEmNo	3
https://www.youtube.com/watch?v=oHKZcyTbX68	4
https://www.youtube.com/watch?v=OkUClde6a0g	7
https://www.youtube.com/watch?v=oLSmkQcN42g	8
https://www.youtube.com/watch?v=OMfisVv7lWA	3
https://www.youtube.com/watch?v=ONoL-CoFcco	4
https://www.youtube.com/watch?v=oSP9f2aY_ZA	3
https://www.youtube.com/watch?v=oV-I2SkWh2g	3
https://www.youtube.com/watch?v=P3LO5eMzHLw	1
https://www.youtube.com/watch?v=P3Nsr3QNbIo	2
https://www.youtube.com/watch?v=PbAFrAIhRA0	2
https://www.youtube.com/watch?v=pDXVwzAEYJ0	2
https://www.youtube.com/watch?v=pf7_xiLqUqo	2
https://www.youtube.com/watch?v=P-HNkN2z8BA	6
https://www.youtube.com/watch?v=pJ7mObg2xHA	3
https://www.youtube.com/watch?v=pjpjv_4QZuw	1
